"20", 0.00475577, 0.999969, 0.00627793, 18.2249, 0.985777, -0.00574275, 0.167959, -0.0467889, 0.16799, 0.00538987, -0.985774, 494.905, 0, 0, 0, 1, -0.00659019, -3.77986, 492.842, 4.21679, 0.501656, 100.011, 6.35973e-05, 0.00170127, 1, 3497.84, 3494.11, 3105.44, 3106.54, 2866.01, 3280.23, 3248.78, 2894.1, 
"21", 0.00599459, 0.999972, 0.00446086, 19.7486, 0.983141, -0.00670883, 0.182725, -0.0568204, 0.182749, 0.00329029, -0.983154, 495.183, 0, 0, 0, 1, -0.0160858, -3.78578, 496.476, 4.25342, 0.550836, 100.092, 4.56094e-05, 0.00186835, 1, 3508.48, 3504.66, 3112.96, 3114.69, 2865.09, 3283.84, 3249, 2895.49, 
"22", 0.00747147, 0.999967, 0.00320078, 21.3177, 0.980638, -0.00795336, 0.195668, -0.0680648, 0.195687, 0.00167688, -0.980665, 495.503, 0, 0, 0, 1, -0.0254093, -3.79513, 499.349, 4.28943, 0.593749, 100.142, 3.30126e-05, 0.00201823, 1, 3518.35, 3514.22, 3119.67, 3122.04, 2864.14, 3287.09, 3249.07, 2896.46, 
"29", 0.00805937, 0.999968, -0.000103003, 33.2889, 0.970131, -0.00779392, 0.242457, -0.165646, 0.242448, -0.00205397, -0.970162, 498.529, 0, 0, 0, 1, -0.0361166, -3.86077, 512.356, 4.45648, 0.788876, 100.242, -1.09916e-06, 0.00258885, 1, 3561.36, 3557.84, 3149.75, 3152.59, 2857.24, 3298.49, 3250.18, 2898.96, 
"30", 0.0079759, 0.999967, 0.00173542, 35.1037, 0.968487, -0.00815682, 0.24893, -0.18153, 0.248936, -0.000304712, -0.96852, 499.045, 0, 0, 0, 1, -0.0325408, -3.87925, 514.127, 4.49572, 0.822406, 100.872, 1.86399e-05, 0.00267484, 1, 3568.13, 3563.96, 3154.15, 3156.85, 2854.87, 3298.94, 3249.29, 2898.12, 
"31", 0.00762066, 0.999967, 0.00264122, 36.9366, 0.966933, -0.00804218, 0.254903, -0.197301, 0.254916, 0.000611347, -0.966963, 499.582, 0, 0, 0, 1, -0.029506, -3.89378, 516.411, 4.52855, 0.853685, 100.957, 2.85402e-05, 0.0027541, 1, 3574.41, 3570.04, 3158.36, 3160.88, 2852.96, 3299.74, 3248.91, 2897.74, 
"32", 0.00767568, 0.999968, 0.00203906, 38.7853, 0.965191, -0.00794181, 0.261427, -0.212699, 0.261434, -3.85454e-05, -0.965221, 500.137, 0, 0, 0, 1, -0.0311346, -3.90586, 518.992, 4.55526, 0.884348, 100.855, 2.2148e-05, 0.00283939, 1, 3580.99, 3576.78, 3162.7, 3165.28, 2851.86, 3301.62, 3249.23, 2898.07, 
"33", 0.00785816, 0.999967, 0.00207908, 40.6466, 0.962964, -0.00812772, 0.269508, -0.228714, 0.269516, -0.000115761, -0.962996, 500.71, 0, 0, 0, 1, -0.0322339, -3.92332, 521.981, 4.59278, 0.921333, 100.118, 2.27456e-05, 0.00294781, 1, 3588.98, 3584.62, 3167.75, 3170.4, 2850.12, 3303.56, 3249.21, 2898.11, 
"40", 0.00909815, 0.999952, -0.00349557, 53.88, 0.946864, -0.00749107, 0.321548, -0.340612, 0.321507, -0.00623532, -0.946887, 505.271, 0, 0, 0, 1, -0.0498178, -4.05437, 542.767, 4.82838, 1.19765, 100.7, -4.00027e-05, 0.00368021, 1, 3643.77, 3640.97, 3201.31, 3204.63, 2840.7, 3321.01, 3252.56, 2900.71, 
"41", 0.0093824, 0.999947, -0.00428423, 55.7796, 0.944211, -0.00744874, 0.329258, -0.3554, 0.329209, -0.00713445, -0.94423, 505.995, 0, 0, 0, 1, -0.0527806, -4.0777, 546.362, 4.86741, 1.24017, 100.134, -4.93999e-05, 0.0037959, 1, 3652.36, 3649.8, 3206.26, 3209.7, 2839.13, 3323.87, 3253.1, 2901.02, 
"42", 0.00996085, 0.999938, -0.00507318, 57.6768, 0.941519, -0.00766979, 0.336874, -0.369646, 0.336814, -0.00813204, -0.941536, 506.738, 0, 0, 0, 1, -0.0571685, -4.10205, 550.089, 4.90708, 1.28573, 100.657, -5.89113e-05, 0.00391217, 1, 3661.09, 3658.62, 3211.13, 3214.79, 2837.66, 3326.9, 3253.66, 2901.31, 
"43", 0.0105102, 0.999924, -0.00639164, 59.5712, 0.938769, -0.00766558, 0.344462, -0.383126, 0.344387, -0.00962064, -0.938778, 507.497, 0, 0, 0, 1, -0.0623199, -4.12222, 554.804, 4.9442, 1.32898, 100.42, -7.47626e-05, 0.00402886, 1, 3669.8, 3667.73, 3216, 3219.87, 2836.42, 3330.29, 3254.5, 2901.84, 
"44", 0.0106691, 0.999915, -0.00747229, 61.4615, 0.935849, -0.00735264, 0.352324, -0.396169, 0.352239, -0.0107519, -0.935848, 508.273, 0, 0, 0, 1, -0.0650102, -4.15241, 557.878, 4.98546, 1.38054, 100.762, -8.8083e-05, 0.00415262, 1, 3678.88, 3677.29, 3221.08, 3225.02, 2834.76, 3333.55, 3255.25, 2902.26, 
"52", 0.00420998, 0.999991, -0.000545135, 76.3443, 0.912721, -0.00361985, 0.408567, -0.477611, 0.408561, -0.00221762, -0.912728, 515.017, 0, 0, 0, 1, -0.0236336, -4.43344, 593.299, 5.44218, 1.87561, 100.177, -6.87772e-06, 0.00515873, 1, 3753.3, 3751.36, 3260.69, 3262.2, 2808.18, 3347.39, 3254.11, 2897.22, 
"53", 0.00306391, 0.999995, 0.000882381, 78.1689, 0.911067, -0.0031552, 0.412245, -0.485485, 0.412246, -0.000459172, -0.911073, 515.918, 0, 0, 0, 1, -0.0156664, -4.46557, 595.819, 5.48839, 1.92132, 100.068, 1.12051e-05, 0.00523378, 1, 3759.82, 3757.61, 3264.17, 3265.26, 2805.07, 3347.71, 3253.71, 2896.21, 
"54", 0.00184291, 0.999995, 0.00249545, 79.9885, 0.910624, -0.00270939, 0.413227, -0.493334, 0.413232, 0.00151087, -0.910624, 516.825, 0, 0, 0, 1, -0.00693632, -4.48324, 597.466, 5.51814, 1.94853, 100.685, 3.17624e-05, 0.00525811, 1, 3763.47, 3760.91, 3266.37, 3267.03, 2802.69, 3346.95, 3253.22, 2895.08, 
"55", 0.00127315, 0.999992, 0.00381028, 81.8044, 0.910546, -0.00273445, 0.413399, -0.500967, 0.413406, 0.00294311, -0.910542, 517.734, 0, 0, 0, 1, -0.00215407, -4.49864, 598.309, 5.5399, 1.95652, 100.071, 4.85312e-05, 0.00526582, 1, 3766.31, 3763.24, 3268.08, 3268.53, 2801.07, 3346.42, 3252.87, 2894.1, 
"56", 0.00122581, 0.999988, 0.00474489, 83.6184, 0.911274, -0.00307097, 0.411789, -0.508516, 0.411798, 0.00381912, -0.911267, 518.641, 0, 0, 0, 1, -0.000613795, -4.49914, 599.207, 5.54614, 1.94945, 100.556, 6.03533e-05, 0.00523782, 1, 3767.21, 3763.59, 3268.84, 3269.28, 2800.56, 3345.77, 3252.71, 2893.31, 
"62", -0.232908, 0.769739, 0.594353, 93.5442, 0.898672, -0.0632243, 0.434041, -1.11764, 0.371676, 0.63522, -0.677017, 523.149, 0, 0, 0, 1, 9.79159, -13.3626, 1613.72, 69.4633, 38.7248, 100.975, 0.0260433, 0.0190188, 1, 4687.72, 3795.88, 3304.75, 3174.88, 1076.98, 2926.05, 2955.73, 2340.87, 
"63", -0.168004, 0.757694, 0.630614, 94.8814, 0.899716, -0.143564, 0.412191, -1.32508, 0.402848, 0.636623, -0.65759, 523.75, 0, 0, 0, 1, 8.90357, -16.3239, 1922.18, 88.7919, 44.0251, 100.623, 0.0315423, 0.0206171, 1, 5036.18, 3794.05, 3306.67, 3214.66, 888.623, 2944.61, 2937.58, 2254.29, 
"64", -0.103338, 0.750563, 0.652668, 96.1301, 0.888678, -0.225046, 0.399507, -1.5888, 0.446736, 0.621296, -0.643753, 524.31, 0, 0, 0, 1, 6.26505, -19.3532, 2235.49, 104.559, 47.3289, 100.563, 0.036215, 0.0221677, 1, 5412.49, 3799.8, 3315.61, 3277.02, 794.563, 2973.45, 2926.7, 2192.19, 
"65", -0.048911, 0.744702, 0.665602, 97.2922, 0.869146, -0.296615, 0.395733, -1.91606, 0.492131, 0.597861, -0.632747, 524.832, 0, 0, 0, 1, 3.48668, -22.0389, 2582.01, 119.347, 51.1097, 100.47, 0.0406596, 0.0241741, 1, 5810.01, 3810.49, 3328.47, 3345.93, 733.47, 3004.16, 2921.27, 2153.77, 
"66", -0.00647702, 0.737055, 0.675802, 98.3689, 0.845669, -0.356632, 0.397062, -2.30714, 0.533669, 0.574076, -0.620994, 525.317, 0, 0, 0, 1, 2.07486, -24.5141, 3059.27, 141.71, 59.3388, 100.652, 0.0465442, 0.0273467, 1, 6301.27, 3824.16, 3342.75, 3412.57, 612.652, 3031.67, 2917.78, 2123.73, 
"136", 0.79996, -0.599126, -0.0333566, 51.1209, -0.599571, -0.80031, -0.00436384, -51.0153, -0.0240812, 0.0234905, -0.999434, 511.513, 0, 0, 0, 1, -3.21134, 2.3043, 415.032, -2.43465, -3.11143, 645.81, -0.000301311, -3.94211e-05, 1, 3271.03, 2956.1, 3192.59, 3501.68, 3375.81, 3147.23, 2830.13, 3069.1, 
"137", 0.802749, -0.595556, -0.0301173, 50.674, -0.595905, -0.803048, -0.00337913, -51.6075, -0.0221732, 0.0206597, -0.999541, 511.424, 0, 0, 0, 1, -3.21563, 2.2973, 415.747, -2.41299, -3.12356, 645.757, -0.000272543, -3.05828e-05, 1, 3272.75, 2957.1, 3191.88, 3502.13, 3377.76, 3150.15, 2832.66, 3069.55, 
"138", 0.805285, -0.592279, -0.0268834, 50.2312, -0.592561, -0.805519, -0.00326785, -52.1993, -0.0197197, 0.0185616, -0.999633, 511.335, 0, 0, 0, 1, -3.21783, 2.28759, 416.579, -2.39159, -3.13657, 645.305, -0.000243608, -2.96157e-05, 1, 3274.58, 2958.44, 3191.51, 3502.94, 3379.3, 3152.63, 2834.74, 3069.77, 
"139", 0.807517, -0.589297, -0.0254057, 49.7931, -0.58956, -0.807715, -0.00377229, -52.7912, -0.0182976, 0.0180244, -0.99967, 511.245, 0, 0, 0, 1, -3.22178, 2.27475, 416.826, -2.3753, -3.14754, 644.935, -0.000230319, -3.4201e-05, 1, 3275.83, 2959.15, 3190.76, 3503.21, 3379.93, 3154.34, 2835.81, 3069.46, 
"140", 0.809425, -0.586699, -0.0248248, 49.359, -0.58696, -0.809605, -0.00428132, -53.3825, -0.0175864, 0.0180366, -0.999683, 511.154, 0, 0, 0, 1, -3.22659, 2.26255, 417.623, -2.36272, -3.15614, 644.247, -0.000225054, -3.8822e-05, 1, 3276.62, 2959.43, 3189.83, 3503.09, 3380.25, 3155.69, 2836.51, 3069.07, 
"151", 0.825685, -0.563616, -0.0240893, 44.79, -0.563901, -0.825815, -0.00670076, -59.8621, -0.0161166, 0.0191167, -0.999687, 510.11, 0, 0, 0, 1, -3.27747, 2.15875, 422.849, -2.26407, -3.21836, 640.172, -0.000218214, -6.07055e-05, 1, 3280.85, 2958.55, 3178.96, 3498.41, 3383.17, 3168.21, 2843.18, 3066.5, 
"152", 0.827812, -0.560493, -0.0239533, 44.3908, -0.560789, -0.827924, -0.00759244, -60.4517, -0.015576, 0.0197179, -0.999684, 510.012, 0, 0, 0, 1, -3.28345, 2.14254, 423.722, -2.25046, -3.22794, 640.082, -0.000216912, -6.87504e-05, 1, 3281.72, 2958.83, 3177.82, 3498.19, 3383.08, 3169.44, 2843.57, 3065.71, 
"153", 0.830036, -0.55721, -0.0236077, 43.9941, -0.557506, -0.830133, -0.00812829, -61.0416, -0.0150684, 0.0199082, -0.999688, 509.913, 0, 0, 0, 1, -3.28966, 2.12749, 423.645, -2.23584, -3.23739, 639.217, -0.000213763, -7.35972e-05, 1, 3282.64, 2959.09, 3176.63, 3497.92, 3383.22, 3170.9, 2844.22, 3065.06, 
"154", 0.83228, -0.553839, -0.0239227, 43.6, -0.554151, -0.83237, -0.00880119, -61.6322, -0.0150381, 0.0205818, -0.999675, 509.814, 0, 0, 0, 1, -3.2973, 2.11092, 424.37, -2.22263, -3.24638, 639.051, -0.000216535, -7.96579e-05, 1, 3283.37, 2959.08, 3175.19, 3497.39, 3383.05, 3172.19, 2844.57, 3064.18, 
"155", 0.834466, -0.550511, -0.0245819, 43.2086, -0.550837, -0.834566, -0.00884712, -62.2233, -0.0156447, 0.0209232, -0.999659, 509.714, 0, 0, 0, 1, -3.30652, 2.09686, 425.815, -2.21086, -3.25337, 638.059, -0.000222426, -8.00496e-05, 1, 3283.82, 2958.69, 3173.51, 3496.46, 3383.06, 3173.62, 2845.1, 3063.5, 
"165", 0.850951, -0.524851, -0.0203667, 39.4093, -0.525101, -0.850986, -0.0095592, -68.1746, -0.0123146, 0.018829, -0.999747, 508.698, 0, 0, 0, 1, -3.35341, 1.99432, 431.076, -2.09571, -3.31735, 634.026, -0.000184562, -8.66197e-05, 1, 3290.08, 2959.93, 3163.71, 3492.95, 3387.03, 3187.49, 2853.84, 3061.25, 
"166", 0.852279, -0.522729, -0.0193429, 39.04, -0.522958, -0.852307, -0.00934804, -68.7739, -0.0115996, 0.0180827, -0.999769, 508.596, 0, 0, 0, 1, -3.35596, 1.98752, 430.749, -2.08444, -3.32271, 632.773, -0.000175378, -8.47509e-05, 1, 3290.75, 2960.25, 3163.08, 3492.82, 3387.77, 3188.95, 2855.04, 3061.4, 
"167", 0.85366, -0.520506, -0.0183882, 38.6723, -0.520722, -0.853672, -0.00969041, -69.3743, -0.0106536, 0.0178475, -0.999784, 508.493, 0, 0, 0, 1, -3.35822, 1.97787, 431.534, -2.07281, -3.3294, 633.225, -0.000166756, -8.78863e-05, 1, 3291.53, 2960.73, 3162.5, 3492.85, 3388.23, 3190.2, 2855.95, 3061.28, 
"168", 0.855063, -0.518204, -0.0182174, 38.3068, -0.518414, -0.855079, -0.00937228, -69.9753, -0.0107205, 0.017458, -0.99979, 508.391, 0, 0, 0, 1, -3.36306, 1.97007, 431.91, -2.06329, -3.33374, 632.724, -0.000165241, -8.50115e-05, 1, 3291.91, 2960.61, 3161.47, 3492.27, 3388.72, 3191.58, 2856.92, 3061.25, 
"169", 0.856452, -0.515898, -0.0184071, 37.943, -0.51611, -0.856472, -0.00930979, -70.5772, -0.0109623, 0.0174735, -0.999787, 508.288, 0, 0, 0, 1, -3.36817, 1.96091, 432.194, -2.05444, -3.33802, 631.982, -0.000166963, -8.44431e-05, 1, 3292.19, 2960.4, 3160.35, 3491.6, 3388.98, 3192.8, 2857.63, 3061.06, 
"178", 0.869354, -0.49369, -0.0222321, 34.1494, -0.472437, -0.817046, -0.330514, -77.062, 0.145007, 0.297837, -0.943539, 506.885, 0, 0, 0, 1, -3.12152, 0.890973, 407.709, -1.85107, -4.49168, 699.077, -0.000184944, -0.00274942, 1, 3353.71, 3046.52, 3209.4, 3627.38, 3254.08, 3080.44, 2655.27, 2904.54, 
"179", 0.87062, -0.491532, -0.0204213, 33.5787, -0.466132, -0.810934, -0.353704, -78.052, 0.157297, 0.317461, -0.935134, 506.496, 0, 0, 0, 1, -3.11456, 0.831006, 407.023, -1.8345, -4.6335, 709.71, -0.000169673, -0.00293883, 1, 3359.02, 3052.37, 3213.39, 3642.06, 3245.71, 3073.12, 2636.22, 2889.98, 
"180", 0.871711, -0.48962, -0.0197932, 33.015, -0.461787, -0.807304, -0.367441, -79.0339, 0.163927, 0.329443, -0.929836, 506.076, 0, 0, 0, 1, -3.11199, 0.792961, 406.852, -1.8242, -4.72365, 716.825, -0.00016436, -0.00305114, 1, 3361.85, 3055.4, 3215.05, 3650.41, 3240.83, 3069.1, 2624.62, 2881.03, 
"181", 0.872354, -0.488496, -0.0192272, 32.4546, -0.459209, -0.805295, -0.375002, -80.013, 0.167704, 0.335964, -0.926824, 505.635, 0, 0, 0, 1, -3.1096, 0.769822, 407.251, -1.81666, -4.77337, 720.502, -0.000159638, -0.00311346, 1, 3363.25, 3057, 3215.8, 3654.88, 3238.5, 3067.33, 2618.73, 2876.41, 
"182", 0.872842, -0.48762, -0.0193268, 31.896, -0.457964, -0.804792, -0.377596, -80.9932, 0.16857, 0.338433, -0.925769, 505.181, 0, 0, 0, 1, -3.10807, 0.762645, 406.273, -1.81258, -4.78748, 721.038, -0.00016044, -0.00313452, 1, 3363.27, 3057.17, 3215.35, 3655.55, 3238.04, 3067.33, 2617.37, 2875.25, 
"192", 0.88774, -0.458092, -0.0454833, 26.2896, -0.445798, -0.83084, -0.333121, -91.1482, 0.114811, 0.316002, -0.941786, 500.623, 0, 0, 0, 1, -3.17752, 0.73581, 411.812, -1.80469, -4.49493, 692.876, -0.000374959, -0.00274623, 1, 3340.81, 3029.99, 3175.14, 3594.62, 3252.88, 3094.03, 2660.16, 2900.43, 
"193", 0.889848, -0.453771, -0.0475604, 25.7328, -0.443375, -0.835418, -0.3248, -92.2014, 0.107652, 0.31011, -0.944586, 500.201, 0, 0, 0, 1, -3.18834, 0.739489, 412.332, -1.79584, -4.44884, 687.935, -0.000392104, -0.00267771, 1, 3338.33, 3026.59, 3170.07, 3586.68, 3255.93, 3098.75, 2668.15, 2904.78, 
"194", 0.891897, -0.449407, -0.0505352, 25.1794, -0.44127, -0.84035, -0.314789, -93.2599, 0.0990012, 0.303059, -0.947815, 499.789, 0, 0, 0, 1, -3.20151, 0.746158, 413.228, -1.79039, -4.39409, 682.478, -0.000416607, -0.00259512, 1, 3335.23, 3022.42, 3164.43, 3577.51, 3259.48, 3103.96, 2677.04, 2910.02, 
"195", 0.893763, -0.445385, -0.053107, 24.6289, -0.439157, -0.84482, -0.305649, -94.3242, 0.0912654, 0.2965, -0.950662, 499.389, 0, 0, 0, 1, -3.21377, 0.751375, 414.465, -1.78461, -4.34639, 677.837, -0.00043787, -0.00252007, 1, 3332.47, 3018.67, 3159.37, 3569.36, 3262.84, 3108.87, 2685.21, 2914.83, 
"196", 0.895555, -0.441537, -0.0550139, 24.0818, -0.436867, -0.849076, -0.297013, -95.3932, 0.0844314, 0.290025, -0.953287, 499.001, 0, 0, 0, 1, -3.22471, 0.757924, 415.095, -1.77657, -4.30256, 673.189, -0.000453767, -0.00244983, 1, 3330.1, 3015.36, 3154.82, 3562.06, 3266.19, 3113.7, 2693.14, 2919.4, 
"207", 0.922162, -0.379983, -0.0723226, 18.5275, -0.386787, -0.907625, -0.163133, -107.26, -0.00365415, 0.178408, -0.98395, 495.664, 0, 0, 0, 1, -3.42978, 0.880818, 433.696, -1.60847, -3.8046, 616.583, -0.00060874, -0.00137309, 1, 3306.7, 2973.19, 3098.61, 3475.84, 3319.58, 3189.67, 2803.38, 2980.67, 
"208", 0.92455, -0.374429, -0.0707814, 18.0757, -0.380977, -0.912159, -0.151073, -108.334, -0.00799766, 0.166641, -0.985985, 495.455, 0, 0, 0, 1, -3.44638, 0.896069, 435.391, -1.58312, -3.77499, 612.322, -0.000598041, -0.00127644, 1, 3306.39, 2971.13, 3095.59, 3470.91, 3325.32, 3197.26, 2813.52, 2986.11, 
"209", 0.926833, -0.369123, -0.0687657, 17.6258, -0.375297, -0.916344, -0.139522, -109.425, -0.0115122, 0.155121, -0.987828, 495.258, 0, 0, 0, 1, -3.46195, 0.910939, 437.383, -1.55722, -3.7484, 608.027, -0.000583326, -0.00118354, 1, 3306.38, 2969.45, 3093.02, 3466.59, 3331.03, 3204.68, 2823.32, 2991.38, 
"210", 0.929013, -0.364076, -0.0662113, 17.1778, -0.36977, -0.92027, -0.127959, -110.53, -0.0143454, 0.143358, -0.989567, 495.076, 0, 0, 0, 1, -3.47629, 0.928262, 438.629, -1.5309, -3.72375, 603.933, -0.0005641, -0.00109017, 1, 3306.63, 2968.06, 3090.87, 3462.71, 3336.93, 3212.13, 2833.12, 2996.75, 
"211", 0.931083, -0.359155, -0.0639778, 16.737, -0.364384, -0.924043, -0.115622, -111.638, -0.0175923, 0.130966, -0.991231, 494.908, 0, 0, 0, 1, -3.49286, 0.947973, 440.71, -1.50681, -3.69838, 600.172, -0.000547586, -0.000989606, 1, 3306.71, 2966.36, 3088.65, 3458.62, 3343.17, 3219.85, 2843.09, 3002.45, 
"221", 0.947143, -0.31458, -0.0629171, 12.596, -0.315884, -0.948725, -0.0117198, -123.121, -0.0560042, 0.0309749, -0.99795, 493.99, 0, 0, 0, 1, -3.69201, 1.12437, 460.112, -1.35951, -3.5296, 577.845, -0.0005599, -0.000104293, 1, 3303.11, 2943.15, 3063.41, 3420.39, 3395.84, 3287.26, 2918.43, 3048.8, 
"222", 0.94859, -0.309862, -0.0645213, 12.2085, -0.310698, -0.950504, -0.00309644, -124.308, -0.0603683, 0.0229839, -0.997912, 493.968, 0, 0, 0, 1, -3.71559, 1.13691, 462.532, -1.34858, -3.51923, 576.187, -0.000575981, -2.76371e-05, 1, 3302.53, 2940.41, 3060.41, 3416.66, 3400.19, 3293.45, 2924.27, 3052.41, 
"223", 0.949954, -0.305181, -0.066722, 11.8266, -0.305489, -0.952178, 0.00578453, -125.501, -0.0652965, 0.0148878, -0.997755, 493.956, 0, 0, 0, 1, -3.74103, 1.15072, 464.715, -1.33943, -3.50833, 574.584, -0.000597482, 5.18024e-05, 1, 3301.71, 2937.29, 3057.17, 3412.68, 3404.58, 3299.77, 2930.06, 3056.1, 
"224", 0.951444, -0.300447, -0.0669804, 11.449, -0.300285, -0.953765, 0.0127128, -126.7, -0.0677031, 0.00801768, -0.997673, 493.956, 0, 0, 0, 1, -3.75983, 1.15829, 466.936, -1.32433, -3.50357, 573.473, -0.000601618, 0.000114197, 1, 3301.94, 2935.71, 3055, 3410.1, 3408.47, 3305.38, 2935.35, 3059.09, 
"225", 0.952949, -0.295468, -0.067722, 11.0772, -0.294814, -0.955352, 0.019678, -127.907, -0.0705126, 0.00121329, -0.99751, 493.966, 0, 0, 0, 1, -3.78008, 1.16513, 469.044, -1.30957, -3.49883, 572.289, -0.00061008, 0.000177275, 1, 3302.04, 2933.91, 3052.57, 3407.31, 3412.29, 3311.1, 2940.57, 3062.01, 
"233", 0.964726, -0.253252, -0.0718842, 8.31964, -0.248846, -0.966365, 0.0649154, -137.762, -0.0859063, -0.0447375, -0.995298, 494.371, 0, 0, 0, 1, -3.92576, 1.17596, 482.252, -1.17125, -3.49175, 561.718, -0.000661109, 0.000597013, 1, 3306.25, 2924.16, 3035.36, 3389.26, 3438.72, 3353.98, 2977.72, 3080.98, 
"234", 0.96612, -0.247854, -0.0719797, 8.00338, -0.243136, -0.96758, 0.0683651, -139.018, -0.0865907, -0.0485481, -0.99506, 494.454, 0, 0, 0, 1, -3.93947, 1.16906, 484.237, -1.15122, -3.49508, 560.044, -0.000663155, 0.000629855, 1, 3307.24, 2923.85, 3033.66, 3387.76, 3441.04, 3358.42, 2981.39, 3082.47, 
"235", 0.967469, -0.242539, -0.0719594, 7.69355, -0.237571, -0.968761, 0.0711446, -140.278, -0.0869668, -0.0517347, -0.994867, 494.544, 0, 0, 0, 1, -3.95085, 1.15936, 485.295, -1.13143, -3.49872, 559.056, -0.000663952, 0.000656437, 1, 3308.3, 2923.79, 3032.09, 3386.45, 3443.06, 3362.5, 2984.75, 3083.7, 
